Gender,Gender Code,Single-Year Ages Code,Cause of death,Race,Place of Death,Deaths
Male,M,26,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,18
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,18
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,18
Male,M,31,Intentional self-harm by handgun discharge,White,Other,18
Male,M,31,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,18
Male,M,32,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,18
Male,M,36,Intentional self-harm by handgun discharge,White,Other,18
Male,M,56,Intentional self-harm by handgun discharge,White,Other,18
Male,M,67,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,18
Male,M,77,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,18
Male,M,87,Intentional self-harm by handgun discharge,White,Decedent's home,18
Female,F,21,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,18
Female,F,24,Assault by other and unspecified firearm discharge,White,Other,18
Male,M,19,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,18
Male,M,20,Assault by handgun discharge,Black or African American,Other,18
Male,M,21,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,18
Male,M,25,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,18
Male,M,26,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,18
Male,M,26,Assault by other and unspecified firearm discharge,White,Decedent's home,18
Male,M,28,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,18
Male,M,37,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,18
Male,M,40,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,18
Male,M,44,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,18
Male,M,50,Assault by other and unspecified firearm discharge,White,Other,18
Male,M,53,Assault by other and unspecified firearm discharge,White,Other,18
Female,F,39,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,19
Female,F,60,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,19
Male,M,17,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,19
Male,M,19,Intentional self-harm by handgun discharge,White,Decedent's home,19
Male,M,24,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,19
Male,M,26,Intentional self-harm by handgun discharge,White,Other,19
Male,M,27,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,19
Male,M,28,Intentional self-harm by handgun discharge,White,Other,19
Male,M,30,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,19
Male,M,32,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,19
Male,M,42,Intentional self-harm by handgun discharge,White,Other,19
Male,M,46,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,19
Male,M,47,Intentional self-harm by handgun discharge,White,Other,19
Male,M,51,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,19
Male,M,52,Intentional self-harm by handgun discharge,White,Other,19
Male,M,59,Intentional self-harm by handgun discharge,White,Other,19
Male,M,65,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,19
Male,M,66,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,19
Male,M,70,Intentional self-harm by handgun discharge,White,Other,19
Male,M,74,Intentional self-harm by other and unspecified firearm discharge,White,Other,19
Male,M,76,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,19
Male,M,15,Assault by other and unspecified firearm discharge,White,Other,19
Male,M,22,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,19
Male,M,23,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,19
Male,M,28,Assault by other and unspecified firearm discharge,White,Decedent's home,19
Male,M,39,Assault by other and unspecified firearm discharge,White,Decedent's home,19
Male,M,40,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,19
Male,M,42,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,19
Male,M,43,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,19
Male,M,48,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,19
Male,M,52,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,19
Male,M,52,Assault by other and unspecified firearm discharge,White,Other,19
Female,F,36,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,20
Female,F,52,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,20
Female,F,53,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,20
Female,F,62,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,20
Female,F,71,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,20
Male,M,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,20
Male,M,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,20
Male,M,27,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,20
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,20
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,20
Male,M,31,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,20
Male,M,31,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,20
Male,M,38,Intentional self-harm by handgun discharge,White,Other,20
Male,M,40,Intentional self-harm by handgun discharge,White,Other,20
Male,M,40,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,20
Male,M,50,Intentional self-harm by handgun discharge,White,Other,20
Male,M,63,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,20
Male,M,80,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,20
Male,M,92,Intentional self-harm by handgun discharge,White,Decedent's home,20
Female,F,18,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,20
Male,M,18,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,20
Male,M,23,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,20
Male,M,31,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,20
Male,M,32,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,20
Male,M,33,Assault by other and unspecified firearm discharge,White,Decedent's home,20
Male,M,38,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,20
Male,M,39,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,20
Male,M,44,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,20
Male,M,45,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,20
Female,F,30,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,21
Female,F,49,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,21
Female,F,65,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,21
Female,F,74,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,21
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,21
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,21
Male,M,26,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,21
Male,M,27,Intentional self-harm by handgun discharge,White,Other,21
Male,M,32,Intentional self-harm by handgun discharge,White,Other,21
Male,M,35,Intentional self-harm by handgun discharge,White,Other,21
Male,M,46,Intentional self-harm by handgun discharge,White,Other,21
Male,M,79,Intentional self-harm by other and unspecified firearm discharge,White,Other,21
Male,M,18,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,21
Male,M,28,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,21
Male,M,38,Assault by other and unspecified firearm discharge,White,Decedent's home,21
